title,description,file size and date,additional keywords,link,derived_link
Union for ,"['Union for ', 'Democracy', ' and Social Progress can refer to: Union for ', 'Democracy', ' and Social Progress (Burkina Faso) Union for ', 'Democracy', ' and Social Progress (Democratic...']","['395 bytes (78 words) - 09:11, 10 August 2018']",[],/wiki/Union_for_Democracy_and_Social_Progress,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Democracy,"['Democracy', ' Without Borders, or DWB is an international nongovernmental organization established in 2017 with national chapters across the world and a legal...']","['7 KB (484 words) - 20:28, 25 August 2023']",[],/wiki/Democracy_Without_Borders,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
History of ,"['Otanes argued in favor of ', 'democracy', ', however he did not succeed. He enumerated five characteristic marks of the ', 'democracy', ': 1, an equality of rights for...']","['24 KB (2,668 words) - 00:34, 7 November 2023']",[],/wiki/History_of_democracy_in_classical_Iran,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Europe of Freedom and ,"['Europe of Freedom and ', 'Democracy', ' (EFD) was a Eurosceptic political group in the European Parliament. The group was formed following the 2009 European parliamentary...']","['21 KB (1,622 words) - 06:30, 10 September 2023']",[],/wiki/Europe_of_Freedom_and_Democracy,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Campaign for Labour Party ,"['The Campaign for Labour Party ', 'Democracy', ' (CLPD) is a group of Labour Party activists campaigning for changes to the constitution of the Labour Party to...']","['5 KB (404 words) - 05:54, 21 July 2021']",[],/wiki/Campaign_for_Labour_Party_Democracy,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Social ,"['Social ', 'Democracy', ' (Czech: Sociální demokracie, SOCDEM), known as the Czech Social Democratic Party (Czech: Česká strana sociálně demokratická, ČSSD) until...']","['47 KB (2,126 words) - 05:01, 15 October 2023']",[],/wiki/Social_Democracy_(Czech_Republic),/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Youth Organisation of New ,"['of New ', 'Democracy', ' (Greek: Οργάνωση Νέων Νέας Δημοκρατίας, ΟΝΝΕΔ) is the youth organisation of the liberal Greek political party New ', 'Democracy', '. It was...']","['3 KB (172 words) - 14:10, 6 June 2023']",[],/wiki/Youth_Organisation_of_New_Democracy,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Democracy,"['Democracy', "" is a 1918 British silent war film directed by Sidney Morgan and starring Bruce Gordon, Queenie Thomas and Alice O'Brien. Bruce Gordon as George...""]","['2 KB (89 words) - 00:33, 2 February 2023']",[],/wiki/Democracy_(film),/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
American Islamic Forum for ,"['American Islamic Forum for ', 'Democracy', ' (AIFD) is an American Muslim think tank formed in 2003 by Zuhdi Jasser in Phoenix, Arizona. AIFD advocates for the...']","['3 KB (299 words) - 17:24, 4 February 2022']",[],/wiki/American_Islamic_Forum_for_Democracy,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Socialist ,"['The Socialist ', 'Democracy', ' Group was a Trotskyist group which existed in England between 1998 and 2002. It organised former supporters of the Militant tendency...']","['824 bytes (56 words) - 18:33, 16 March 2021']",[],/wiki/Socialist_Democracy_Group,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Democratic education,"['certain kind of alternative free school with a radical emphasis on students ', 'democracy', ' and freedom to learn. The oldest democratic school is Summerhill, in Suffolk...']","['57 KB (6,956 words) - 12:28, 19 October 2023']","['(redirect from ', 'Student ', 'democracy', ')']",/wiki/Democratic_education,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Direct ,"['Massachusetts has several forms of direct ', 'democracy', ', allowing for initiative and referendums at the state level and in many municipalities. The recall...']","['7 KB (566 words) - 01:48, 19 June 2023']",[],/wiki/Direct_democracy_in_Massachusetts,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Union of People's ,"[""The Union of People's "", 'Democracy', ' (Greek: Ένωση Λαϊκής Δημοκρατίας, Énosi Laikís Dimokratías, abbreviated ELD, ΕΛΔ) was a Greek political party, established...']","['2 KB (166 words) - 13:52, 10 April 2023']",[],/wiki/Union_of_People%27s_Democracy,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Semiotic ,"['Semiotic ', 'democracy', ' is a phrase first coined by John Fiske, a media studies professor, in his seminal media studies book Television Culture (1987). Fiske...']","['2 KB (268 words) - 07:22, 14 November 2020']",[],/wiki/Semiotic_democracy,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Consociationalism,"['stability, the survival of the power-sharing arrangements, the survival of ', 'democracy', ', and the avoidance of violence. When consociationalism is organised along...']","['39 KB (4,267 words) - 12:59, 26 August 2023']","['(redirect from ', 'Consociational ', 'democracy', ')']",/wiki/Consociationalism,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Republicanism in the United States,"[""we're not a "", 'democracy', "". I don't know why people are saying we're a "", 'democracy', "". We're a constitutional republic. Quit saying we're a "", 'democracy', '. And at first...']","['73 KB (9,303 words) - 14:09, 16 October 2023']","['(redirect from ', 'Republic not a ', 'democracy', ')']",/wiki/Republicanism_in_the_United_States,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Samara Centre for ,"['Centre for ', 'Democracy', ' (formerly Samara Canada) is a Canadian non-partisan registered charity dedicated to realizing a resilient ', 'democracy', ' with an engaged...']","['6 KB (593 words) - 17:54, 3 November 2023']",[],/wiki/Samara_Centre_for_Democracy,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Communal ,"['The Communal ', 'Democracy', ' Party (Turkish: Toplumcu Demokrasi Partisi, TDP) is a social-democratic political party in the Turkish Republic of Northern Cyprus...']","['8 KB (555 words) - 07:54, 12 February 2023']",[],/wiki/Communal_Democracy_Party,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Support Initiative for Liberty and ,"['Silba - Initiative for Dialogue and ', 'Democracy', ' is a Danish cross political non-governmental youth organization founded in 1994 by a group of Danish politicians...']","['2 KB (293 words) - 23:15, 23 June 2020']",[],/wiki/Support_Initiative_for_Liberty_and_Democracy,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
National Union for ,"['The National Union for ', 'Democracy', ' and Renewal (French: Union nationale pour la démocratie et le renouveau; abbreviated UNDR) is a political party in Chad...']","['3 KB (180 words) - 10:28, 12 December 2021']",[],/wiki/National_Union_for_Democracy_and_Renewal,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
National Alliance for ,"['The National Alliance for ', 'Democracy', ' and Development (NADD) is a three-party coalition (previously five parties) of Gambian opposition political parties...']","['2 KB (205 words) - 15:19, 20 March 2020']",[],/wiki/National_Alliance_for_Democracy_and_Development,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Impulse to Progress and ,"['The Impulse to Progress and ', 'Democracy', ' (French: Impulsion au progrès et la démocratie) is a political party in Benin. At the last legislative elections...']","['717 bytes (59 words) - 18:23, 15 December 2020']",[],/wiki/Impulse_to_Progress_and_Democracy,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Chin National League for ,"['The Chin National League for ', 'Democracy', ' (CNLD) is a political party in Myanmar seeking to represent the interests of the Chin people. Following the reintroduction...']","['3 KB (176 words) - 04:29, 18 September 2023']",[],/wiki/Chin_National_League_for_Democracy,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Campaign for Peace and ,"['The Campaign for Peace and ', 'Democracy', ' (CPD) was a socialist, New York City-based organization that promoted ""a new, progressive and non-militaristic U...']","['17 KB (2,150 words) - 04:03, 29 August 2023']",[],/wiki/Campaign_for_Peace_and_Democracy,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Christian ,"['Christian ', 'Democracy', ' (Polish: Chrześcijańska Demokracja, ChD) was a political alliance in Poland. The alliance was formed to contest the 1991 elections...']","['1 KB (135 words) - 17:45, 22 June 2019']",[],/wiki/Christian_Democracy_(Poland),/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Inclusion and ,"['Inclusion and ', 'Democracy', ' is a 2002 book by Iris Marion Young, published by Oxford University Press. In the book, Young considers ', 'democracy', ' in a multicultural...']","['3 KB (200 words) - 02:09, 1 October 2022']",[],/wiki/Inclusion_and_Democracy,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Democracy,"['The ', 'Democracy', "" Institute is a think tank based in Washington, DC, and London. It was founded in 2006. According to the University of Bath's Tobacco Tactics...""]","['4 KB (321 words) - 03:08, 15 June 2023']",[],/wiki/Democracy_Institute,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Democratic revolution,"['revolution is a political science term denoting a revolution in which a ', 'democracy', ' is instituted, replacing a previous non-democratic government, or in which...']","['5 KB (662 words) - 15:28, 24 August 2023']","['(redirect from ', 'Revolutionary ', 'democracy', ')']",/wiki/Democratic_revolution,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Bloc 8406,"[""Vietnam. It is named after the date of the group's Manifesto on Freedom and "", 'Democracy', ' for Vietnam 2006 (Vietnamese: Tuyên Ngôn Tự Do Dân Chủ Cho Việt Nam 2006)...']","['4 KB (364 words) - 11:34, 30 September 2023']","['(redirect from ', 'Manifesto on Freedom and ', 'Democracy', ' for Vietnam', ')']",/wiki/Bloc_8406,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Pan-African Union for Social ,"['The Pan-African Union for Social ', 'Democracy', ' (French: Union panafricaine pour la démocratie sociale, UPADS) is a political party in the Republic of the...']","['18 KB (1,523 words) - 21:23, 8 September 2023']",[],/wiki/Pan-African_Union_for_Social_Democracy,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Party for Socialism and ,"['The Party for Socialism and ', 'Democracy', ' in Niger (French: Parti pour le socialisme et la démocratie au Niger, PSDN-Alheri) is a political party in Niger...']","['3 KB (233 words) - 10:32, 12 December 2021']",[],/wiki/Party_for_Socialism_and_Democracy_in_Niger,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Direct ,"['Direct ', 'Democracy', ' (Polish: Demokracja Bezpośrednia) was a Polish political party founded in 2012. Its goal was to change the Polish political system by...']","['1 KB (64 words) - 10:39, 29 October 2023']",[],/wiki/Direct_Democracy_(Poland),/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Front for ,"['The Front for ', 'Democracy', ' and the Republic (French: Front pour la démocratie et la république) is an opposition coalition in Mali that fought the presidential...']","['3 KB (344 words) - 11:12, 1 January 2020']",[],/wiki/Front_for_Democracy_and_the_Republic,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Movement for Socialist ,"['Movement for Socialist ', 'Democracy', ' (in French: Mouvement pour la Démocratie Socialiste) was a political party in Burkina Faso. The MDS surged when the Burkinabè...']","['1 KB (68 words) - 08:41, 9 March 2023']",[],/wiki/Movement_for_Socialist_Democracy,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Sheldon Wolin,"['S2CID\xa0149609543. Wendy Brown, ""', 'Democracy', ' and Bad Dreams"" Theory & Event 10.1 (2007). Nicholas Xenos, ""Momentary ', 'Democracy', ',"" in ', 'Democracy', ' and Vision (Princeton...']","['19 KB (2,159 words) - 02:07, 5 November 2023']","['(redirect from ', 'Democracy', ' Incorporated', ')']",/wiki/Sheldon_Wolin,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Politics of India,"['parties and centralised financing of elections. When compared to other ', 'democracies', ', India has had a large number of political parties during its history...']","['34 KB (3,520 words) - 09:34, 8 November 2023']","['(redirect from ', 'Democracy', ' in India', ')']",/wiki/Politics_of_India,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Local ,"['The Local ', 'Democracy', ', Economic Development and Construction Act 2009 is an Act of the Parliament of the United Kingdom. The legislation places a duty on...']","['6 KB (445 words) - 14:46, 30 September 2023']",[],"/wiki/Local_Democracy,_Economic_Development_and_Construction_Act_2009",/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Democracy,"['The ', 'Democracy', ' Video Challenge is an annual film contest featuring films under three minutes in length that complete the phrase ""', 'Democracy', ' is…"" It is part...']","['11 KB (1,006 words) - 15:42, 30 January 2023']",[],/wiki/Democracy_Video_Challenge,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Front for Socialism and ,"['The Front for Socialism and ', 'Democracy', '/Benno Jubël (Front pour le socialisme et la démocratie) is a political party in Senegal. At the legislative elections...']","['1 KB (49 words) - 10:39, 12 December 2021']",[],/wiki/Front_for_Socialism_and_Democracy/Benno_Jub%C3%ABl,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Party for ,"['The Party for ', 'Democracy', ' and Rally (French: Parti pour la démocratie et le rassemblement, PDR) was a political party in Burkina Faso led by Daouda Bayili...']","['988 bytes (81 words) - 08:43, 9 March 2023']",[],/wiki/Party_for_Democracy_and_Rally,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Absolute ,"['Absolute ', 'democracy', ' is a hypothetical form of government presenting an extreme of power exercised directly by citizens. It should not be confused with...']","['2 KB (299 words) - 16:15, 2 November 2023']",[],/wiki/Absolute_democracy,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Crusaders for ,"['Crusaders for ', 'Democracy', ' is a Tamil political party led by Nadesapillai Vithyatharan a Journalist who was the Editor of the Uthayan and consists of former...']","['2 KB (191 words) - 22:18, 21 February 2023']",[],/wiki/Crusaders_for_Democracy,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Front for the Restoration of Unity and ,"['The Front for the Restoration of Unity and ', 'Democracy', "" (French: Front pour la Restauration de l'Unité et de la Démocratie, Arabic: الجبهة من أجل استعادة...""]","['16 KB (1,299 words) - 15:05, 22 August 2023']",[],/wiki/Front_for_the_Restoration_of_Unity_and_Democracy,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Protect ,"['Protect ', 'Democracy', ' is a nonprofit organization based in the United States. A nonpartisan group, Protect ', 'Democracy', ' seeks to check authoritarian attacks on...']","['34 KB (3,087 words) - 14:49, 27 September 2023']",[],/wiki/Protect_Democracy,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Social ,"['The Social ', 'Democracy', ' of America (SDA), later known as the Cooperative Brotherhood, was a short lived political party in the United States that sought...']","['16 KB (1,997 words) - 06:57, 5 September 2022']",[],/wiki/Social_Democracy_of_America,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Dawn – National Coalition,"['2015) Dawn of Direct ', 'Democracy', "" (Czech: Úsvit přímé demokracie) or (from June 2013 to June 2014) Tomio Okamura's Dawn of Direct "", 'Democracy', ' (Czech: Úsvit přímé...']","['15 KB (1,003 words) - 21:22, 23 April 2023']","['(redirect from ', ""Tomio Okamura's Dawn of Direct "", 'Democracy', ')']",/wiki/Dawn_%E2%80%93_National_Coalition,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
Belarusian opposition,"['parliamentary ', 'democracy', ' based on a Western model, with freedom of speech and political and religious pluralism. The modern Belarusian ', 'democracy', ' movement originated...']","['26 KB (2,343 words) - 19:26, 2 November 2023']","['(redirect from ', 'Democracy', ' in Belarus', ')']",/wiki/Belarusian_opposition,/wiki/THE_NATIONAL_BALLOT_INITIATIVE_FOR_DEMOCRACY
